name,version,directory,repository,summary,from package.json,from license,from readme
big.js,5.2.2,/Users/user/Desktop/git/sam-ki/frontend-videoanruf/node_modules/big.js,https://github.com/MikeMcl/big.js,MIT,MIT,MIT,
binary-extensions,2.2.0,/Users/user/Desktop/git/sam-ki/frontend-videoanruf/node_modules/binary-extensions,sindresorhus/binary-extensions,MIT,MIT,MIT,
binaryheap,0.0.3,/Users/user/Desktop/git/sam-ki/frontend-videoanruf/node_modules/binaryheap,http://github.com/tjfontaine/node-binaryheap,Unknown,,,
bl,4.1.0,/Users/user/Desktop/git/sam-ki/frontend-videoanruf/node_modules/bl,https://github.com/rvagg/bl,MIT,MIT,MIT,MIT
blob,0.0.2,/Users/user/Desktop/git/sam-ki/frontend-videoanruf/node_modules/blob,git@github.com:rase-/blob,Unknown,,,
bluebird,3.7.2,/Users/user/Desktop/git/sam-ki/frontend-videoanruf/node_modules/bluebird,http://github.com/petkaantonov/bluebird,MIT,MIT,MIT,MIT
body-parser,1.5.0,/Users/user/Desktop/git/sam-ki/frontend-videoanruf/node_modules/body-parser,expressjs/body-parser,MIT,MIT,,MIT
body-parser,1.20.1,/Users/user/Desktop/git/sam-ki/frontend-videoanruf/node_modules/webpack-dev-server/node_modules/body-parser,(none),MIT,MIT,MIT,
bonjour-service,1.1.0,/Users/user/Desktop/git/sam-ki/frontend-videoanruf/node_modules/bonjour-service,https://github.com/onlxltd/bonjour-service,MIT,MIT,MIT,MIT
boolbase,1.0.0,/Users/user/Desktop/git/sam-ki/frontend-videoanruf/node_modules/boolbase,https://github.com/fb55/boolbase,ISC,ISC,,
boom,0.3.1,/Users/user/Desktop/git/sam-ki/frontend-videoanruf/node_modules/boom,http://github.com/hueniverse/boom,BSD,BSD,,
bplist-parser,0.3.2,/Users/user/Desktop/git/sam-ki/frontend-videoanruf/node_modules/bplist-parser,https://github.com/nearinfinity/node-bplist-parser,MIT,MIT,,MIT
brace-expansion,1.1.11,/Users/user/Desktop/git/sam-ki/frontend-videoanruf/node_modules/brace-expansion,http://github.com/juliangruber/brace-expansion,MIT,MIT,MIT,MIT
braces,3.0.2,/Users/user/Desktop/git/sam-ki/frontend-videoanruf/node_modules/braces,micromatch/braces,MIT,MIT,MIT,
browserslist,4.21.4,/Users/user/Desktop/git/sam-ki/frontend-videoanruf/node_modules/browserslist,browserslist/browserslist,MIT,MIT,MIT,
buffer,5.7.1,/Users/user/Desktop/git/sam-ki/frontend-videoanruf/node_modules/buffer,http://github.com/feross/buffer,MIT,MIT,MIT,
buffer-crc32,0.2.3,/Users/user/Desktop/git/sam-ki/frontend-videoanruf/node_modules/buffer-crc32,http://github.com/brianloveswords/buffer-crc32,Unknown,,,
buffer-from,1.1.2,/Users/user/Desktop/git/sam-ki/frontend-videoanruf/node_modules/buffer-from,LinusU/buffer-from,MIT,MIT,MIT,
buffercursor,0.0.12,/Users/user/Desktop/git/sam-ki/frontend-videoanruf/node_modules/buffercursor,http://github.com/tjfontaine/node-buffercursor,Unknown,,,
bytes,1.0.0,/Users/user/Desktop/git/sam-ki/frontend-videoanruf/node_modules/bytes,https://github.com/visionmedia/bytes.js,MIT,,,MIT
bytes,3.0.0,/Users/user/Desktop/git/sam-ki/frontend-videoanruf/node_modules/compression/node_modules/bytes,(none),MIT,MIT,MIT,
bytes,3.1.2,/Users/user/Desktop/git/sam-ki/frontend-videoanruf/node_modules/webpack-dev-server/node_modules/bytes,(none),MIT,MIT,MIT,
call-bind,1.0.2,/Users/user/Desktop/git/sam-ki/frontend-videoanruf/node_modules/call-bind,https://github.com/ljharb/call-bind,MIT,MIT,MIT,
callsite,1.0.0,/Users/user/Desktop/git/sam-ki/frontend-videoanruf/node_modules/callsite,(none),MIT,,,MIT
callsites,3.1.0,/Users/user/Desktop/git/sam-ki/frontend-videoanruf/node_modules/callsites,sindresorhus/callsites,MIT,MIT,MIT,MIT
camel-case,4.1.2,/Users/user/Desktop/git/sam-ki/frontend-videoanruf/node_modules/camel-case,http://github.com/blakeembrey/change-case,MIT,MIT,MIT,MIT
camelcase,5.3.1,/Users/user/Desktop/git/sam-ki/frontend-videoanruf/node_modules/@vue/babel-sugar-v-model/node_modules/camelcase,(none),MIT,MIT,MIT,MIT
camelcase,6.3.0,/Users/user/Desktop/git/sam-ki/frontend-videoanruf/node_modules/camelcase,sindresorhus/camelcase,MIT,MIT,MIT,
caniuse-api,3.0.0,/Users/user/Desktop/git/sam-ki/frontend-videoanruf/node_modules/caniuse-api,https://github.com/nyalab/caniuse-api,MIT,MIT,MIT,
caniuse-lite,1.0.30001442,/Users/user/Desktop/git/sam-ki/frontend-videoanruf/node_modules/caniuse-lite,browserslist/caniuse-lite,CC-BY-4.0;Public Domain,CC-BY-4.0,Public Domain,
case-sensitive-paths-webpack-plugin,2.4.0,/Users/user/Desktop/git/sam-ki/frontend-videoanruf/node_modules/case-sensitive-paths-webpack-plugin,https://github.com/Urthen/case-sensitive-paths-webpack-plugin,MIT,MIT,MIT,
chalk,2.4.2,/Users/user/Desktop/git/sam-ki/frontend-videoanruf/node_modules/chalk,chalk/chalk,MIT,MIT,MIT,MIT
chalk,3.0.0,/Users/user/Desktop/git/sam-ki/frontend-videoanruf/node_modules/@soda/friendly-errors-webpack-plugin/node_modules/chalk,(none),MIT,MIT,MIT,
chalk,4.1.2,/Users/user/Desktop/git/sam-ki/frontend-videoanruf/node_modules/@vue/cli-shared-utils/node_modules/chalk,(none),MIT,MIT,MIT,
chokidar,3.5.3,/Users/user/Desktop/git/sam-ki/frontend-videoanruf/node_modules/chokidar,https://github.com/paulmillr/chokidar,MIT,MIT,MIT,MIT
chownr,2.0.0,/Users/user/Desktop/git/sam-ki/frontend-videoanruf/node_modules/chownr,http://github.com/isaacs/chownr,ISC,ISC,ISC,
chrome-trace-event,1.0.3,/Users/user/Desktop/git/sam-ki/frontend-videoanruf/node_modules/chrome-trace-event,github:samccone/chrome-trace-event,MIT,MIT,MIT,
ci-info,1.6.0,/Users/user/Desktop/git/sam-ki/frontend-videoanruf/node_modules/ci-info,https://github.com/watson/ci-info,MIT,MIT,MIT,
clean-css,5.3.1,/Users/user/Desktop/git/sam-ki/frontend-videoanruf/node_modules/clean-css,https://github.com/clean-css/clean-css,MIT,MIT,,
cli-cursor,2.1.0,/Users/user/Desktop/git/sam-ki/frontend-videoanruf/node_modules/log-update/node_modules/cli-cursor,(none),MIT,MIT,MIT,MIT
cli-cursor,3.1.0,/Users/user/Desktop/git/sam-ki/frontend-videoanruf/node_modules/cli-cursor,sindresorhus/cli-cursor,MIT,MIT,MIT,
cli-highlight,2.1.11,/Users/user/Desktop/git/sam-ki/frontend-videoanruf/node_modules/cli-highlight,https://github.com/felixfbecker/cli-highlight,ISC,ISC,ISC,
cli-spinners,2.7.0,/Users/user/Desktop/git/sam-ki/frontend-videoanruf/node_modules/cli-spinners,sindresorhus/cli-spinners,MIT,MIT,MIT,
clipboardy,2.3.0,/Users/user/Desktop/git/sam-ki/frontend-videoanruf/node_modules/clipboardy,sindresorhus/clipboardy,MIT,MIT,MIT,
cliui,7.0.4,/Users/user/Desktop/git/sam-ki/frontend-videoanruf/node_modules/cliui,yargs/cliui,ISC,ISC,,
clone,1.0.4,/Users/user/Desktop/git/sam-ki/frontend-videoanruf/node_modules/clone,http://github.com/pvorb/node-clone,MIT,MIT,,
clone-deep,4.0.1,/Users/user/Desktop/git/sam-ki/frontend-videoanruf/node_modules/clone-deep,jonschlinkert/clone-deep,MIT,MIT,MIT,
color-convert,1.9.3,/Users/user/Desktop/git/sam-ki/frontend-videoanruf/node_modules/color-convert,Qix-/color-convert,MIT,MIT,,
color-convert,2.0.1,/Users/user/Desktop/git/sam-ki/frontend-videoanruf/node_modules/@vue/cli-shared-utils/node_modules/color-convert,(none),MIT,MIT,,
color-name,1.1.3,/Users/user/Desktop/git/sam-ki/frontend-videoanruf/node_modules/color-name,git@github.com:dfcreative/color-name,MIT,MIT,MIT,
color-name,1.1.4,/Users/user/Desktop/git/sam-ki/frontend-videoanruf/node_modules/@vue/cli-shared-utils/node_modules/color-name,(none),MIT,MIT,MIT,
colord,2.9.3,/Users/user/Desktop/git/sam-ki/frontend-videoanruf/node_modules/colord,omgovich/colord,MIT,MIT,MIT,
colorette,2.0.19,/Users/user/Desktop/git/sam-ki/frontend-videoanruf/node_modules/colorette,jorgebucaran/colorette,MIT,MIT,,
colors,0.6.2,/Users/user/Desktop/git/sam-ki/frontend-videoanruf/node_modules/colors,http://github.com/Marak/colors.js,Unknown,,,
combined-stream,0.0.7,/Users/user/Desktop/git/sam-ki/frontend-videoanruf/node_modules/request/node_modules/combined-stream,(none),MIT,,,MIT
combined-stream,1.0.8,/Users/user/Desktop/git/sam-ki/frontend-videoanruf/node_modules/combined-stream,http://github.com/felixge/node-combined-stream,MIT,MIT,,MIT
commander,0.6.1,/Users/user/Desktop/git/sam-ki/frontend-videoanruf/node_modules/ws/node_modules/commander,(none),MIT,,,MIT
commander,2.20.3,/Users/user/Desktop/git/sam-ki/frontend-videoanruf/node_modules/terser/node_modules/commander,(none),MIT,MIT,MIT,
commander,6.2.1,/Users/user/Desktop/git/sam-ki/frontend-videoanruf/node_modules/send-intent/node_modules/commander,(none),MIT,MIT,MIT,
commander,7.2.0,/Users/user/Desktop/git/sam-ki/frontend-videoanruf/node_modules/webpack-bundle-analyzer/node_modules/commander,(none),MIT,MIT,MIT,
commander,8.3.0,/Users/user/Desktop/git/sam-ki/frontend-videoanruf/node_modules/html-minifier-terser/node_modules/commander,(none),MIT,MIT,MIT,
commander,9.5.0,/Users/user/Desktop/git/sam-ki/frontend-videoanruf/node_modules/commander,https://github.com/tj/commander.js,MIT,MIT,MIT,
commondir,1.0.1,/Users/user/Desktop/git/sam-ki/frontend-videoanruf/node_modules/commondir,http://github.com/substack/node-commondir,MIT,MIT,MIT,MIT
component-bind,1.0.0,/Users/user/Desktop/git/sam-ki/frontend-videoanruf/node_modules/component-bind,https://github.com/component/bind,MIT,,,MIT
component-emitter,1.1.2,/Users/user/Desktop/git/sam-ki/frontend-videoanruf/node_modules/component-emitter,https://github.com/component/emitter,MIT,,,MIT
component-inherit,0.0.3,/Users/user/Desktop/git/sam-ki/frontend-videoanruf/node_modules/component-inherit,https://github.com/component/inherit,MIT,,,MIT
compressible,2.0.18,/Users/user/Desktop/git/sam-ki/frontend-videoanruf/node_modules/compressible,jshttp/compressible,MIT,MIT,MIT,
compression,1.7.4,/Users/user/Desktop/git/sam-ki/frontend-videoanruf/node_modules/compression,expressjs/compression,MIT,MIT,MIT,
concat-map,0.0.1,/Users/user/Desktop/git/sam-ki/frontend-videoanruf/node_modules/concat-map,http://github.com/substack/node-concat-map,MIT,MIT,MIT,MIT
connect,3.0.2,/Users/user/Desktop/git/sam-ki/frontend-videoanruf/node_modules/connect,senchalabs/connect,MIT,MIT,MIT,
connect-history-api-fallback,2.0.0,/Users/user/Desktop/git/sam-ki/frontend-videoanruf/node_modules/connect-history-api-fallback,http://github.com/bripkens/connect-history-api-fallback,MIT,MIT,MIT,
consolidate,0.15.1,/Users/user/Desktop/git/sam-ki/frontend-videoanruf/node_modules/consolidate,tj/consolidate.js,MIT,MIT,,MIT
content-disposition,0.5.4,/Users/user/Desktop/git/sam-ki/frontend-videoanruf/node_modules/content-disposition,jshttp/content-disposition,MIT,MIT,MIT,
content-type,1.0.4,/Users/user/Desktop/git/sam-ki/frontend-videoanruf/node_modules/content-type,jshttp/content-type,MIT,MIT,MIT,
convert-source-map,1.9.0,/Users/user/Desktop/git/sam-ki/frontend-videoanruf/node_modules/convert-source-map,http://github.com/thlorenz/convert-source-map,MIT,MIT,,
cookie,0.1.2,/Users/user/Desktop/git/sam-ki/frontend-videoanruf/node_modules/cookie,http://github.com/shtylman/node-cookie,MIT,,MIT,
cookie,0.5.0,/Users/user/Desktop/git/sam-ki/frontend-videoanruf/node_modules/webpack-dev-server/node_modules/cookie,(none),MIT,MIT,MIT,
cookie-jar,0.2.0,/Users/user/Desktop/git/sam-ki/frontend-videoanruf/node_modules/cookie-jar,https://github.com/mikeal/cookie-jar,Unknown,,,
cookie-signature,1.0.4,/Users/user/Desktop/git/sam-ki/frontend-videoanruf/node_modules/cookie-signature,https://github.com/visionmedia/node-cookie-signature,MIT,,,MIT
cookie-signature,1.0.6,/Users/user/Desktop/git/sam-ki/frontend-videoanruf/node_modules/webpack-dev-server/node_modules/cookie-signature,(none),MIT,MIT,,MIT
copy-webpack-plugin,9.1.0,/Users/user/Desktop/git/sam-ki/frontend-videoanruf/node_modules/copy-webpack-plugin,webpack-contrib/copy-webpack-plugin,MIT,MIT,,
core-js,3.27.1,/Users/user/Desktop/git/sam-ki/frontend-videoanruf/node_modules/core-js,https://github.com/zloirock/core-js,MIT,MIT,,
core-js-compat,3.27.1,/Users/user/Desktop/git/sam-ki/frontend-videoanruf/node_modules/core-js-compat,https://github.com/zloirock/core-js,MIT,MIT,,
core-util-is,1.0.2,/Users/user/Desktop/git/sam-ki/frontend-videoanruf/node_modules/core-util-is,http://github.com/isaacs/core-util-is,MIT,MIT,,
cosmiconfig,7.1.0,/Users/user/Desktop/git/sam-ki/frontend-videoanruf/node_modules/cosmiconfig,https://github.com/davidtheclark/cosmiconfig,MIT,MIT,MIT,
cross-spawn,5.1.0,/Users/user/Desktop/git/sam-ki/frontend-videoanruf/node_modules/yorkie/node_modules/cross-spawn,(none),MIT,MIT,,
cross-spawn,6.0.5,/Users/user/Desktop/git/sam-ki/frontend-videoanruf/node_modules/execa/node_modules/cross-spawn,(none),MIT,MIT,MIT,
cross-spawn,7.0.3,/Users/user/Desktop/git/sam-ki/frontend-videoanruf/node_modules/cross-spawn,git@github.com:moxystudio/node-cross-spawn,MIT,MIT,MIT,
cryptiles,0.1.0,/Users/user/Desktop/git/sam-ki/frontend-videoanruf/node_modules/cryptiles,http://github.com/hueniverse/cryptiles,BSD,BSD,,
css-declaration-sorter,6.3.1,/Users/user/Desktop/git/sam-ki/frontend-videoanruf/node_modules/css-declaration-sorter,https://github.com/Siilwyn/css-declaration-sorter,ISC,ISC,ISC,
css-loader,6.7.3,/Users/user/Desktop/git/sam-ki/frontend-videoanruf/node_modules/css-loader,webpack-contrib/css-loader,MIT,MIT,,
css-minimizer-webpack-plugin,3.4.1,/Users/user/Desktop/git/sam-ki/frontend-videoanruf/node_modules/css-minimizer-webpack-plugin,webpack-contrib/css-minimizer-webpack-plugin,MIT,MIT,,
css-select,4.3.0,/Users/user/Desktop/git/sam-ki/frontend-videoanruf/node_modules/css-select,http://github.com/fb55/css-select,BSD-2-Clause,BSD-2-Clause,,
css-tree,1.1.3,/Users/user/Desktop/git/sam-ki/frontend-videoanruf/node_modules/css-tree,csstree/csstree,MIT,MIT,,MIT
css-what,6.1.0,/Users/user/Desktop/git/sam-ki/frontend-videoanruf/node_modules/css-what,https://github.com/fb55/css-what,BSD-2-Clause,BSD-2-Clause,,
cssesc,3.0.0,/Users/user/Desktop/git/sam-ki/frontend-videoanruf/node_modules/cssesc,https://github.com/mathiasbynens/cssesc,MIT,MIT,,
cssnano,5.1.14,/Users/user/Desktop/git/sam-ki/frontend-videoanruf/node_modules/cssnano,cssnano/cssnano,MIT,MIT,,
cssnano-preset-default,5.2.13,/Users/user/Desktop/git/sam-ki/frontend-videoanruf/node_modules/cssnano-preset-default,cssnano/cssnano,MIT,MIT,,MIT
cssnano-utils,3.1.0,/Users/user/Desktop/git/sam-ki/frontend-videoanruf/node_modules/cssnano-utils,cssnano/cssnano,MIT,MIT,,
csso,4.2.0,/Users/user/Desktop/git/sam-ki/frontend-videoanruf/node_modules/csso,css/csso,MIT,MIT,,
csstype,3.1.1,/Users/user/Desktop/git/sam-ki/frontend-videoanruf/node_modules/csstype,https://github.com/frenic/csstype,MIT,MIT,,
cycle,1.0.3,/Users/user/Desktop/git/sam-ki/frontend-videoanruf/node_modules/cycle,http://github.com/dscape/cycle,Unknown,,,
de-indent,1.0.2,/Users/user/Desktop/git/sam-ki/frontend-videoanruf/node_modules/de-indent,https://github.com/yyx990803/de-indent,MIT,MIT,,
debug,0.6.0,/Users/user/Desktop/git/sam-ki/frontend-videoanruf/node_modules/engine.io/node_modules/debug,(none),MIT,,,MIT
debug,0.7.4,/Users/user/Desktop/git/sam-ki/frontend-videoanruf/node_modules/socket.io/node_modules/debug,(none),MIT,,,MIT
debug,1.0.2,/Users/user/Desktop/git/sam-ki/frontend-videoanruf/node_modules/finalhandler/node_modules/debug,(none),MIT,,,MIT
debug,1.0.3,/Users/user/Desktop/git/sam-ki/frontend-videoanruf/node_modules/connect/node_modules/debug,(none),MIT,,,MIT
debug,2.6.9,/Users/user/Desktop/git/sam-ki/frontend-videoanruf/node_modules/compression/node_modules/debug,(none),MIT,MIT,MIT,MIT
debug,3.2.7,/Users/user/Desktop/git/sam-ki/frontend-videoanruf/node_modules/portfinder/node_modules/debug,(none),MIT,MIT,MIT,MIT
debug,4.3.4,/Users/user/Desktop/git/sam-ki/frontend-videoanruf/node_modules/debug,http://github.com/debug-js/debug,MIT,MIT,MIT,MIT
deep-is,0.1.4,/Users/user/Desktop/git/sam-ki/frontend-videoanruf/node_modules/deep-is,http://github.com/thlorenz/deep-is,MIT,MIT,MIT,MIT
deepmerge,1.5.2,/Users/user/Desktop/git/sam-ki/frontend-videoanruf/node_modules/deepmerge,http://github.com/KyleAMathews/deepmerge,MIT,MIT,MIT,MIT
default-gateway,6.0.3,/Users/user/Desktop/git/sam-ki/frontend-videoanruf/node_modules/default-gateway,silverwind/default-gateway,BSD;BSD-2-Clause,BSD-2-Clause,,BSD
defaultable,0.7.2,/Users/user/Desktop/git/sam-ki/frontend-videoanruf/node_modules/defaultable,http://github.com/iriscouch/defaultable,Apache,,Apache,
defaults,1.0.4,/Users/user/Desktop/git/sam-ki/frontend-videoanruf/node_modules/defaults,http://github.com/sindresorhus/node-defaults,MIT,MIT,MIT,
define-lazy-prop,2.0.0,/Users/user/Desktop/git/sam-ki/frontend-videoanruf/node_modules/define-lazy-prop,sindresorhus/define-lazy-prop,MIT,MIT,MIT,MIT
define-properties,1.1.4,/Users/user/Desktop/git/sam-ki/frontend-videoanruf/node_modules/define-properties,http://github.com/ljharb/define-properties,MIT,MIT,MIT,
delayed-stream,0.0.5,/Users/user/Desktop/git/sam-ki/frontend-videoanruf/node_modules/request/node_modules/delayed-stream,(none),MIT,,,MIT
delayed-stream,1.0.0,/Users/user/Desktop/git/sam-ki/frontend-videoanruf/node_modules/delayed-stream,http://github.com/felixge/node-delayed-stream,MIT,MIT,,MIT
depd,0.3.0,/Users/user/Desktop/git/sam-ki/frontend-videoanruf/node_modules/express/node_modules/depd,(none),MIT,MIT,MIT,MIT
depd,0.4.2,/Users/user/Desktop/git/sam-ki/frontend-videoanruf/node_modules/depd,dougwilson/nodejs-depd,MIT,MIT,MIT,MIT
depd,1.1.2,/Users/user/Desktop/git/sam-ki/frontend-videoanruf/node_modules/http-errors/node_modules/depd,(none),MIT,MIT,MIT,
